"FMTNAME"	"START"	"END"	"LABEL"	"MIN"	"MAX"	"DEFAULT"	"LENGTH"	"FUZZ"	"PREFIX"	"MULT"	"FILL"	"NOEDIT"	"TYPE"	"SEXCL"	"EEXCL"	"HLO"	"DECSEP"	"DIG3SEP"	"DATATYPE"	"LANGUAGE"
"190"	"ASSOC"	"             117"	"             117"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"191"	"ASSOC"	"             118"	"             118"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"192"	"ASSOC"	"             119"	"             119"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"193"	"ASSOC"	"             120"	"             120"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"194"	"ASSOC"	"             121"	"             121"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"195"	"ASSOC"	"             122"	"             122"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"196"	"ASSOC"	"             123"	"             123"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"197"	"ASSOC"	"             124"	"             124"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"198"	"ASSOC"	"             125"	"             125"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"199"	"ASSOC"	"             126"	"             126"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"200"	"ASSOC"	"             127"	"             127"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"201"	"ASSOC"	"             128"	"             128"	"WEI"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"202"	"ASSOC"	"             129"	"             129"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"203"	"ASSOC"	"             130"	"             130"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"204"	"ASSOC"	"             131"	"             131"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"205"	"ASSOC"	"             132"	"             132"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"206"	"ASSOC"	"             133"	"             133"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"207"	"ASSOC"	"             134"	"             134"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"208"	"ASSOC"	"             135"	"             135"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"209"	"ASSOC"	"             136"	"             136"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"210"	"ASSOC"	"             137"	"             137"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"211"	"ASSOC"	"             138"	"             138"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"212"	"ASSOC"	"             139"	"             139"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"213"	"ASSOC"	"             140"	"             140"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"214"	"ASSOC"	"             141"	"             141"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"215"	"ASSOC"	"             142"	"             142"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"216"	"ASSOC"	"             143"	"             143"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"217"	"ASSOC"	"             144"	"             144"	"PLE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"218"	"ASSOC"	"             145"	"             145"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"219"	"ASSOC"	"             146"	"             146"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"220"	"ASSOC"	"             147"	"             147"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"221"	"ASSOC"	"             148"	"             148"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"222"	"ASSOC"	"             149"	"             149"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"223"	"ASSOC"	"             150"	"             150"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"224"	"ASSOC"	"             151"	"             151"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"225"	"ASSOC"	"             152"	"             152"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"226"	"ASSOC"	"             153"	"             153"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"227"	"ASSOC"	"             154"	"             154"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"228"	"ASSOC"	"             155"	"             155"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"229"	"ASSOC"	"             156"	"             156"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"230"	"ASSOC"	"             157"	"             157"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"231"	"ASSOC"	"             158"	"             158"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"232"	"ASSOC"	"             159"	"             159"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"233"	"ASSOC"	"             160"	"             160"	"ASC"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"234"	"ASSOC"	"             161"	"             161"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"235"	"ASSOC"	"             162"	"             162"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"236"	"ASSOC"	"             163"	"             163"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"237"	"ASSOC"	"             164"	"             164"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"238"	"ASSOC"	"             165"	"             165"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"239"	"ASSOC"	"             166"	"             166"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"240"	"ASSOC"	"             167"	"             167"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"241"	"ASSOC"	"             168"	"             168"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"242"	"ASSOC"	"             169"	"             169"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"243"	"ASSOC"	"             170"	"             170"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"244"	"ASSOC"	"             171"	"             171"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"245"	"ASSOC"	"             172"	"             172"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"246"	"ASSOC"	"             173"	"             173"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"247"	"ASSOC"	"             174"	"             174"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"248"	"ASSOC"	"             175"	"             175"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"249"	"ASSOC"	"             176"	"             176"	"PLE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"250"	"ASSOC"	"             177"	"             177"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"251"	"ASSOC"	"             178"	"             178"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"252"	"ASSOC"	"             179"	"             179"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"253"	"ASSOC"	"             180"	"             180"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"254"	"ASSOC"	"             181"	"             181"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"255"	"ASSOC"	"             182"	"             182"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"256"	"ASSOC"	"             183"	"             183"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"257"	"ASSOC"	"             184"	"             184"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"258"	"ASSOC"	"             185"	"             185"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"259"	"ASSOC"	"             186"	"             186"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"260"	"ASSOC"	"             187"	"             187"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"261"	"ASSOC"	"             188"	"             188"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"262"	"ASSOC"	"             189"	"             189"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"263"	"ASSOC"	"             190"	"             190"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"264"	"ASSOC"	"             191"	"             191"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"265"	"ASSOC"	"             192"	"             192"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"266"	"ASSOC"	"             193"	"             193"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"267"	"ASSOC"	"             194"	"             194"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"268"	"ASSOC"	"             195"	"             195"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"269"	"ASSOC"	"             196"	"             196"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"270"	"ASSOC"	"             197"	"             197"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"271"	"ASSOC"	"             198"	"             198"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"272"	"ASSOC"	"             199"	"             199"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"273"	"ASSOC"	"             200"	"             200"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"274"	"ASSOC"	"             201"	"             201"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"275"	"ASSOC"	"             202"	"             202"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"276"	"ASSOC"	"             203"	"             203"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"277"	"ASSOC"	"             204"	"             204"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"278"	"ASSOC"	"             205"	"             205"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"279"	"ASSOC"	"             206"	"             206"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"280"	"ASSOC"	"             207"	"             207"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"281"	"ASSOC"	"             208"	"             208"	"PLE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"282"	"ASSOC"	"             209"	"             209"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"283"	"ASSOC"	"             210"	"             210"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"284"	"ASSOC"	"             211"	"             211"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"285"	"ASSOC"	"             212"	"             212"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"286"	"ASSOC"	"             213"	"             213"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"287"	"ASSOC"	"             214"	"             214"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"288"	"ASSOC"	"             215"	"             215"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"289"	"ASSOC"	"             216"	"             216"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"290"	"ASSOC"	"             217"	"             217"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"291"	"ASSOC"	"             218"	"             218"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"292"	"ASSOC"	"             219"	"             219"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"293"	"ASSOC"	"             220"	"             220"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"294"	"ASSOC"	"             221"	"             221"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"295"	"ASSOC"	"             222"	"             222"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"296"	"ASSOC"	"             223"	"             223"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"297"	"ASSOC"	"             224"	"             224"	"ASC"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"298"	"ASSOC"	"             225"	"             225"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"299"	"ASSOC"	"             226"	"             226"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"300"	"ASSOC"	"             227"	"             227"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"301"	"ASSOC"	"             228"	"             228"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"302"	"ASSOC"	"             229"	"             229"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"303"	"ASSOC"	"             230"	"             230"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"304"	"ASSOC"	"             231"	"             231"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"305"	"ASSOC"	"             232"	"             232"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"306"	"ASSOC"	"             233"	"             233"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"307"	"ASSOC"	"             234"	"             234"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"308"	"ASSOC"	"             235"	"             235"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"309"	"ASSOC"	"             236"	"             236"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"310"	"ASSOC"	"             237"	"             237"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"311"	"ASSOC"	"             238"	"             238"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"312"	"ASSOC"	"             239"	"             239"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"313"	"ASSOC"	"             240"	"             240"	"PLE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"314"	"ASSOC"	"             241"	"             241"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"315"	"ASSOC"	"             242"	"             242"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"316"	"ASSOC"	"             243"	"             243"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"317"	"ASSOC"	"             244"	"             244"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"318"	"ASSOC"	"             245"	"             245"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"319"	"ASSOC"	"             246"	"             246"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"320"	"ASSOC"	"             247"	"             247"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"321"	"ASSOC"	"             248"	"             248"	"BRA"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"322"	"ASSOC"	"             249"	"             249"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"323"	"ASSOC"	"             250"	"             250"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"324"	"ASSOC"	"             251"	"             251"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"325"	"ASSOC"	"             252"	"             252"	"LUN"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"326"	"ASSOC"	"             253"	"             253"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"327"	"ASSOC"	"             254"	"             254"	"PER"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"328"	"ASSOC"	"             255"	"             255"	"EDE"	1	40	3	3	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"329"	"BCLHNB"	"              .Y"	"              .Y"	"ND"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"330"	"BCLHNB"	"              .Z"	"              .Z"	"NE"	1	40	8	2	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"331"	"BCLNONE"	"              .Y"	"              .Y"	"ND"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"332"	"BCLNONE"	"              .Z"	"              .Z"	"NE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"333"	"BCLNONE"	"               0"	"               0"	"NONE"	1	40	4	4	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"334"	"BOVRP"	"              .Y"	"              .Y"	"ND"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"335"	"BOVRP"	"              .Z"	"              .Z"	"NE"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"336"	"BOVRP"	"               1"	"               1"	"COMPLETE RESPONSE"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"337"	"BOVRP"	"               2"	"               2"	"PARTIAL RESPONSE"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"338"	"BOVRP"	"               3"	"               3"	"NO CHANGE"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"339"	"BOVRP"	"               4"	"               4"	"PROGRESSIVE DISEASE"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"340"	"BOVRP"	"               5"	"               5"	"NE"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"341"	"BOVRP"	"              94"	"              94"	"OTHER"	1	40	19	19	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"342"	"BOVRPS"	"              .Y"	"              .Y"	"ND"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"343"	"BOVRPS"	"              .Z"	"              .Z"	"NE"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"344"	"BOVRPS"	"               1"	"               1"	"CR"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"345"	"BOVRPS"	"               2"	"               2"	"PR"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"346"	"BOVRPS"	"               3"	"               3"	"NC"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"347"	"BOVRPS"	"               4"	"               4"	"PD"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"348"	"BOVRPS"	"               5"	"               5"	"NE"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"349"	"BOVRPS"	"              94"	"              94"	"OTHER"	1	40	5	5	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"350"	"BPROG"	"              .Y"	"              .Y"	"ND"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"351"	"BPROG"	"              .Z"	"              .Z"	"NE"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"352"	"BPROG"	"               1"	"               1"	"MEASURABLE LESIONS"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"353"	"BPROG"	"               2"	"               2"	"NON-MEASURABLE LESIONS"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"354"	"BPROG"	"               3"	"               3"	"BONE SCAN"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"355"	"BPROG"	"               4"	"               4"	"RISING PSA"	1	40	22	22	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"356"	"CASTYPE"	"               1"	"               1"	"BILATERAL ORCHIECTOMY"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"357"	"CASTYPE"	"               2"	"               2"	"BILATERAL ADRENALECTOMY"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"358"	"CASTYPE"	"               3"	"               3"	"HYPOPHYSECTOMY"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"359"	"CASTYPE"	"               4"	"               4"	"OTHER"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"360"	"CASTYPE"	"               5"	"               5"	"UNKNOWN"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"361"	"CASTYPE"	"               6"	"               6"	"NONE"	1	40	23	23	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"362"	"CCENSOR"	"               0"	"               0"	"CENSORED"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"363"	"CCENSOR"	"               1"	"               1"	"CARDIOTOXICITY"	1	40	14	14	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"364"	"CENSDIS"	"               0"	"               0"	"CENSORED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"365"	"CENSDIS"	"               1"	"               1"	"PROGRESSED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"366"	"CENSPAI"	"               0"	"               0"	"CENSORED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"367"	"CENSPAI"	"               1"	"               1"	"PROGRESSED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"368"	"CENSPAR"	"               0"	"               0"	"CENSORED"	1	40	26	26	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"369"	"CENSPAR"	"               1"	"               1"	"OBSERVED"	1	40	26	26	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"370"	"CENSPAR"	"               2"	"               2"	"FURTHER ANTI-TUMOR THERAPY"	1	40	26	26	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"371"	"CENSPAR"	"               3"	"               3"	"STILL RESPONDING"	1	40	26	26	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"372"	"CENSPSA"	"               0"	"               0"	"CENSORED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"373"	"CENSPSA"	"               1"	"               1"	"PROGRESSED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"374"	"CENSTUM"	"               0"	"               0"	"CENSORED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"375"	"CENSTUM"	"               1"	"               1"	"PROGRESSED"	1	40	10	10	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"376"	"CF_FACT"	"               1"	"               1"	"<6 WEEKS"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"377"	"CF_FACT"	"               2"	"               2"	"6-24 WEEKS"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"378"	"CF_FACT"	"               3"	"               3"	"24-42 WEEKS"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"379"	"CF_FACT"	"               4"	"               4"	"42+ WEEKS"	1	40	11	11	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
"380"	"COMP1F"	"               0"	"               0"	"MITOXANTRONE"	1	40	24	24	1e-12	""	0	""	0	"N"	"N"	"N"	""	""	""	""	""
